S.NO.,Date,Month,SHIFT ,Incidnet No #,Data connecter,Priority,Alert/Incident,Name of the Shift Engineer,Handover Shift Engineer,Reported time Stamp,Responded Time stamp,MTTD (Mins),Resolution Time Stamp,MTTR    (Mins),Time To Breach SLA,Remaining Mins to Breach,Resolver Comments,VIP Users ,RULE,Service owner,Status,Remarks / Comments,False / True Positive,WHy False Positive,Justification,Quality Audit,Description,
11,1-Jun-25,June,Night,207754,BOX,Medium,Alert,Aman,"Saranya , harish , dhroovi",6/2/2025 0:30,6/2/2025 0:32,2.00,6/2/2025 0:35,5.00,6/2/2025 4:30,Resolved,"Observed the events, arcutis users and box admin downloaded files from Box,nothing suspicious",No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,Rule#290- 1-June'25 (207754),False Positive,Legitimate user,,Pass,,
12,2-Jun-25,June,Afternoon,207762,AD,Medium,Alert,Teja,Aman & Uday,6/2/2025 21:00,6/2/2025 21:01,1.00,6/2/2025 21:06,6.00,6/3/2025 1:00,Resolved,"Observed the events, All detected users used Nord VPN. No suspicious activity found.",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule 008-June-2-25 (207762).xlsx,False Positive,Nord VPN,,Pass,,
13,2-Jun-25,June,Afternoon,207763,AD,Medium,Alert,Teja,Aman & Uday,6/2/2025 21:00,6/2/2025 21:00,0.00,6/2/2025 21:08,8.00,6/3/2025 1:00,Resolved,"Observed the events,Detected users(SOC Team members and admins only),Closing as False positive",No,Rule#256-Detect interactive logins from service accounts and review,Sentinel,Closed,Rule 256-June-2-25 (207763).xlsx,False Positive,Legitimate user,,Pass,,
14,2-Jun-25,June,Afternoon,207764,AD,Medium,Alert,Teja,Aman & Uday,6/2/2025 21:00,6/2/2025 21:04,4.00,6/2/2025 21:15,15.00,6/3/2025 1:00,Resolved,"Triaging Steps performed : Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments : Observed the events detected countries US, CA, IN and found some users are from some other location guest like PH,DE And HK but there is no successfull attempt and clean IP, nothing suspicious. Escalating (yes/ No) No",Yes,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule 019-June-2-25 (207764).xlsx,False Positive,Legitimate user,,Pass,,
15,2-Jun-25,June,Afternoon,207765,AD,Low,Alert,Teja,Aman & Uday,6/2/2025 21:00,6/2/2025 21:04,4.00,6/2/2025 21:30,30.00,6/3/2025 5:00,Resolved,"Triaging Steps performed : Check ip reputation - clean. Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments :Observed the events, Detected users(tfw@arcutis.com,michelle.trinh@precisionvh.com,adminapitala@arcutis.com) are within US and CA locations only and no successful attempt found Non-Interactive signin logs detected, reason being ""Access has been blocked due to conditional access policies' No suspicious activity found Escalating (yes/ No) No",No,Rule#002-Attempt to bypass conditional access rule in Azure AD,Sentinel,Closed,Rule 002-June-2-25 (207765).xlsx,False Positive,Legitimate user,,Fail,Provide justification for increased MTTR,
16,2-Jun-25,June,Afternoon,207766,AD,High,Alert,Teja,Aman & Uday,6/2/2025 21:13,6/2/2025 21:16,3.00,6/2/2025 21:28,15.00,6/2/2025 22:13,Resolved,"User change the location with in short time period, but the device is known one",No,Rule#286- Atypical travel,Sentinel,Closed,Rule#286 -02-Jun'25(207766).xlsx,False Positive,Legitimate user,,Pass,,
17,2-Jun-25,June,Night,207767,AD,Medium,Alert,Aman,"Saranya , harish , dhroovi",6/2/2025 22:35,6/2/2025 22:36,1.00,6/2/2025 22:44,9.00,6/3/2025 2:35,Resolved,"Triaging steps: Checked events and Sign in logs for the user,found user dignin attempt from BE,the location is unfamiliar to the user and there is only one attempt found that also successful attempt only, and IP reputation was clean, Nothing suspicious Escalating (Yes/ No) No.",No,Rule#021-Authentication Attempt from New Country,Sentinel,Closed,Rule 021-June-2-25 ( 207767),False Positive,Legitimate user,,Pass,,
18,2-Jun-25,June,Night,207768,AD,Low,Alert,Aman,"Saranya , harish , dhroovi",6/2/2025 22:35,6/2/2025 22:36,1.00,6/2/2025 22:42,7.00,6/3/2025 6:35,Resolved,"Observed the events , clean Ip was seen , also send bites are not 0 , no malicious activity was detected",No,Rule#007-Fortinet - Beacon pattern detected,Sentinel,Closed,Rule 007-June-2-25 ( 207768),False Positive,IP Clean,,Pass,,
19,2-Jun-25,June,Night,207769,AD,High,Alert,Aman,"Saranya , harish , dhroovi",6/2/2025 22:35,6/2/2025 22:36,1.00,6/2/2025 22:40,5.00,6/2/2025 23:35,Resolved,"checked the SIGN IN logs for the users rsouders@arcutis.com and msavell@arcutis.com as the count was 2 , clean ip , known locations , and MFA was satisfied , no malicious activtiy was seen",No,Rule#017-Tracking Password Changes,Sentinel,Closed,Rule 017-June-2-25 ( 207769),False Positive,Threshold,,Pass,,
20,2-Jun-25,June,Night,207770,AD,Medium,Alert,Aman,"Saranya , harish , dhroovi",6/2/2025 23:00,6/2/2025 23:02,2.00,6/2/2025 23:05,5.00,6/3/2025 3:00,Resolved,"Triaging steps: By observing the events internal users access external domains, by observings additional details, these all are look like business purpose communications only, so closing it as a false positive Escalating (Yes/ No) No.",No,Rule#006-Box - Item shared to external entity,Sentinel,Closed,Rule 006-June-2-25 ( 207770),False Positive,Legitimate user,,Pass,,
21,2-Jun-25,June,Night,207771,AD,Low,Alert,Aman,"Saranya , harish , dhroovi",6/2/2025 23:30,6/2/2025 23:31,1.00,6/2/2025 23:34,4.00,6/3/2025 7:30,Resolved,"observe the events , checked the mails of 3 users and IPs are clean , no malicous mail was sent, closing as False positive",No,"Rule#267-Detect outbound emails to public domains(Gmail, Yahoo etc)and review",Sentinel,Closed,Rule 267-2-June'25 (207771),False Positive,Legitimate user,,Pass,,
22,2-Jun-25,June,Night,207772,AD,Medium,Incident ,Aman,"Saranya , harish , dhroovi",6/3/2025 2:40,6/3/2025 2:50,10.00,6/3/2025 2:54,14.00,6/3/2025 6:40,Resolved,"Resolved Triaging Steps performed : Check ip reputation - Clean Closure comments - By observing the events, the user account marketing@arcutis.com, sign in from CN location and triggered ips are malicious, but by checking the sign-in logs of this account no successful attempt found, hence closing as TP",No,Rule#184-P1- Sign-in attempts from block listed countries.,,Closed,No Template,True Positive,,,Fail,Provide the timeline till when rule template will be published,
23,3-Jun-25,June,Morning ,207773,AD,Medium,Incident ,Harish,"Venkat, Ravi, Umika. Ashiesh",6/3/2025 8:03,6/3/2025 8:08,5.00,6/3/2025 9:30,87.00,6/3/2025 12:03,Resolved,"Check IP Reputation: Malicious IPs were found. Closure Comments: Reviewed the logs of the user ar@arcutis.com attempting to log in to OfficeHome from a different geolocation. The device used was Windows and it is not registered device . Checked the IP reputation in VirusTotal (VT) and AbuseIP, IP's are malicious. No successful login attempt was detected, account was locked and threat is mitigated closing this as true positive",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,No Template,True Positive,,,Fail,Provide the timeline till when rule template will be published,
24,3-Jun-25,June,Morning ,207774,AD,Medium,Incident ,Saranya,"Venkat, Ravi, Umika. Ashiesh",6/3/2025 14:03,6/3/2025 14:08,5.00,6/3/2025 14:15,12.00,6/3/2025 18:03,Resolved,"Check IP Reputation: Malicious IPs were found. Closure Comments: Reviewed the logs of the user ar@arcutis.com attempting to log in to OfficeHome from a different geolocation. The device used was Windows and it is not registered device . Checked the IP reputation in VirusTotal (VT) and AbuseIP, IP's are malicious. No successful login attempt was detected, account was locked and threat is mitigated closing this as true positive",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,No Template,True Positive,,,Fail,Provide the timeline till when rule template will be published,
25,3-Jun-25,June,Afternoon,207775,AD,Low,Alert,Teja,Aman & Uday,6/3/2025 17:50,6/3/2025 17:51,1.00,6/3/2025 17:54,4.00,6/4/2025 1:50,Resolved,Verified the reputation of IPs detected. No IP is malicious all are cleaned IPs only. Device action is Accepted and pass through.,No,Rule#007-Fortinet - Beacon pattern detected,Sentinel,Closed,Rule 007-June-3-25 (207775).xlsx,False Positive,IP Clean,,Pass,,
26,3-Jun-25,June,Afternoon,207776,AD,Medium,Alert,Teja,Aman & Uday,6/3/2025 17:50,6/3/2025 17:52,1.00,6/3/2025 17:59,9.00,6/3/2025 21:50,Resolved,"Observed the events, Detected users(tmohammad@arcutis.com,summanr@arcutis.com,jbordner@arcutis.com,sochs@arcutis.com) are within US, IN, CA locations other locations and there is no sucessful attempt found and Non-Interactive signin logs, No suspicious activity found",No,"Rule#002-Attempt to bypass conditional access rule in Azure AD
",Sentinel,Closed,Rule 002-jun-03-25 (207776).xlsx,False Positive,Legitimate user,,Pass,,
27,3-Jun-25,June,Afternoon,207777,AD,Medium,Alert,Teja,Aman & Uday,6/3/2025 21:00,6/3/2025 21:01,1.00,6/3/2025 21:04,4.00,6/4/2025 1:00,Resolved,"Observed the events,Detected users(SOC Team members and admins only),Closing as False positive",No,Rule#256-Detect interactive logins from service accounts and review,Sentinel,Closed,Rule 256-June-3-25 (207777).xlsx,False Positive,Legitimate user,,Pass,,
28,3-Jun-25,June,Afternoon,207778,AD,Medium,Alert,Teja,Aman & Uday,6/3/2025 21:00,6/3/2025 21:01,1.00,6/3/2025 21:12,12.00,6/4/2025 1:00,Resolved,"Observed the events, All detected users(kbratt@arcutis.com,kwongmoon@arcutis.com,azita@arcutis.com,tyacavino@arcutis.com and jshum@arcutis.com) used Nord VPN. No suspicious activity found.,",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule 008-June-3-25 (207778).xlsx,False Positive,Nord VPN,,Pass,,
29,3-Jun-25,June,Afternoon,207779,AD,Medium,Alert,Teja,Aman & Uday,6/3/2025 21:00,6/3/2025 21:01,1.00,6/3/2025 21:20,20.00,6/4/2025 1:00,Resolved,"Triaging Steps performed : Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments : Observed the events detected countries US, CA, IN and found some users are from some other location guest like BG,DE,GB And GE but there is no successfull attempt and clean IP, nothing suspicious. Escalating (yes/ No) No",Yes,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule 019-June-3-25 (207779).xlsx,False Positive,Legitimate user,,Fail,Provide justification for increased MTTR,
30,3-Jun-25,June,Night,207780,AD,Medium,Alert,Aman,"Saranya , navtesh, dhroovi",6/3/2025 22:35,6/3/2025 22:36,1.00,6/3/2025 22:45,10.00,6/4/2025 2:35,Resolved,"checked the SIGN IN logs for the users rsouders@arcutis.com and msavell@arcutis.com as the count was 2 , clean ip , known locations , and MFA was satisfied , no malicious activtiy was seen",No,Rule#017-Tracking Password Changes,Sentinel,Closed,Rule 017-June-2-25 ( 207769),False Positive,Threshold,,Pass,,
31,3-Jun-25,June,Night,207781,BOX,Medium,Alert,Aman,"Saranya , navtesh, dhroovi",6/3/2025 23:00,6/3/2025 23:02,2.00,6/3/2025 23:07,7.00,6/4/2025 3:00,Resolved,"Triaging steps: By observing the events internal users access external domains, by observings additional details, these all are look like business purpose communications only, so closing it as a false positive Escalating (Yes/ No) No.",No,Rule#006-Box - Item shared to external entity,Sentinel,Closed,Rule 006-June-2-25 ( 207770),False Positive,Legitimate user,,Pass,,
32,3-Jun-25,June,Night,207782,AD,Medium,Alert,Aman,"Saranya , navtesh, dhroovi",6/3/2025 23:30,6/3/2025 23:32,2.00,6/3/2025 23:35,5.00,6/4/2025 3:30,Resolved,"observed the events , checked the users all the admins have been seen , legitimate actiivity",No,Rule#010-Account Elevated to New Role,Sentinel,Closed,Rule 010-June-3-25 ( 207782),False Positive,Legitimate user,Was on call with Pritam and Sudheer for other client related work,Pass,,
33,3-Jun-25,June,Night,207783,AD,Medium,Incident ,Aman,"Saranya , navtesh, dhroovi",6/4/2025 0:00,6/4/2025 0:03,3.00,6/4/2025 0:07,7.00,6/4/2025 4:00,Resolved,"observed the events , checked the sigin logs for the user thackenbroch@arcutis.com , the account is disabled , nothing suspicious has been seen",No,Rule#283- Attempts to sign in to disabled accounts by IP address,Sentinel,Closed,Rule#283 3-June'2025 (207783),True positive,,,Pass,,
34,3-Jun-25,June,Night,207784,BOX,Medium,Alert,Aman,"Saranya , navtesh, dhroovi",6/4/2025 0:30,6/4/2025 0:35,5.00,6/4/2025 0:41,11.00,6/4/2025 4:30,Resolved,"observed the events , checked the BOX logs for the users , both arcutis users has been seen , no malicious activity detected",No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,Rule#290- 3-June'25 (207784),False Positive,Legitimate user,,Pass,,
35,3-Jun-25,June,Night,207785,AD,Medium,Incident ,Aman,"Saranya , navtesh, dhroovi",6/4/2025 2:03,6/4/2025 2:04,1.00,6/4/2025 2:12,9.00,6/4/2025 6:03,Resolved,"Observed the events , checked the sign in logs for jlewis@arcutis.com also the IP is clean and no unusual activity was seen",No,Rule#297 - Detecting unusual login patterns with behavior analytics rule,Sentinel,Closed,No Template,True positive,,,Fail,Provide the timeline till when rule template will be published,
36,3-Jun-25,June,Night,207786,sophos,High,Incident ,uday,"Saranya , navtesh, dhroovi",6/4/2025 2:57,6/4/2025 3:04,7.00,6/4/2025 3:27,30.00,6/4/2025 3:57,Resolved,"Triaging Steps performed: Check ip reputation - clean. Check hostname .. ARQ-00329 Check history – for 90 day s/ 30 days.. etc – NA Check signin logs -- NA Escalating (Yes/ No) Yes Closure comments for TP / FP / Benign Positive: TP (As checked some prerequisites are missing in the triggered device, informed to EDR Team so closing as True positive)",No,Rule#279- Detect when Alert Triggered in Sophos.,Sophos,Closed,Rule#279 3rd June'25(207786).xlsx,True positive,,,Fail,Provide justification for increased MTTR,
37,3-Jun-25,June,Night,207787,sophos,High,Incident ,uday,"Saranya , navtesh, dhroovi",6/4/2025 2:57,6/4/2025 3:04,7.00,6/4/2025 3:29,32.00,6/4/2025 3:57,Resolved,"Triaging Steps performed: Check ip reputation - clean. Check hostname .. ARQ-00329 Check history – for 90 day s/ 30 days.. etc – NA Check signin logs -- NA Escalating (Yes/ No) Yes Closure comments for TP / FP / Benign Positive: TP (As checked All sophos services are not running, so informed to EDR Team and will check for raisig the ticket, so closing as True positive)",No,Rule#280- Detect when One or more Sophos services are missing or not running.,Sophos,Closed,Rule#280 3rd June'25 (207787).xlsx,True positive,,Connected with pritam regarding hendrickson alert,Pass,,
38,4-Jun-25,June,Morning ,207788,AD,Medium,Alert,saranya,"Umika,Venkat,Teja,Ashiesh",6/4/2025 12:00,6/4/2025 12:05,5.00,6/4/2025 12:22,22.00,6/4/2025 16:00,Resolved,"Triaging Steps performed: Initiated by adminjseibert@arcutis.com Closure Comments - As checked the events we could see the 3 users was added by ""adminjseibert@arcutis.com"" its a legitimate activity, IPs was clean, so closing as False positive Escalating (yes/ No) No",No,Rule#003-New User configuration alert,Sentinel,Closed,Rule 003-June-04-25 ( 207788 ).xlsx,False Positive,Legitimate user,Conflict error in sentinel,Pass,,
39,4-Jun-25,June,Morning ,207789,AD,Medium,Incident ,saranya,"Umika,Venkat,Teja,Ashiesh",6/4/2025 14:03,6/4/2025 14:05,2.00,6/4/2025 14:10,7.00,6/4/2025 18:03,Resolved,"Check IP Reputation: Malicious IPs were found. Closure Comments: Reviewed the logs of the user ar@arcutis.com attempting to log in to OfficeHome from a different geolocation. The device used was Windows and it is not registered device . Checked the IP reputation in VirusTotal (VT) and AbuseIP, IP's are malicious. and it was blocked in sophos, No successful login attempt was detected, account was locked and threat is mitigated closing this as true positive.",No,"Rule#297 - Detecting unusual login patterns with behavior analytics rule
",Sentinel,Closed,No Template,True positive,,,Fail,Provide the timeline till when rule template will be published,
40,4-Jun-25,June,Afternoon,207790,AD,Medium,Alert,Teja,Aman & Uday,6/4/2025 17:50,6/4/2025 17:55,2.00,6/4/2025 17:59,9.00,6/4/2025 21:50,Resolved,"Observed the events, Detected users(tmohammad@arcutis.com,adminapitala@arcutis.com,cdarby@arcutis.com,jperez-c@arcutis.com and tfw@arcutis.com) are within US, IN, CA locations other locations and there is no sucessful attempt found and Non-Interactive signin logs, No suspicious activity found",No,"Rule#002-Attempt to bypass conditional access rule in Azure AD
",Sentinel,Closed,Rule 002-jun-04-25 (207790).xlsx,False Positive,Legitimate user,,Pass,,
41,4-Jun-25,June,Afternoon,207791,AD,High,Alert,Venkat,Aman & Uday,6/4/2025 20:10,6/4/2025 20:15,5.00,6/5/2025 17:59,1309.00,6/4/2025 21:10,Resolved,"By checking the events, observed The user signins from block listed country that is China, there after two failed attempts user got successed from this location and the application is Microsoft Authentication Broker,and the device is IOS, and by pulling the last 3 months signin logs of the user, didn't found any signin attempt from this location except alert triggered logs. AlertName: Rule#184-P1- Sign-in attempts from block listed countries. UserName: jxia@arcutis.com IP: 115.206.242.248 Location: CH and taken the confirmation from the user as her used vpn, so closed it as false positive,",No,Rule#184-P1- Sign-in attempts from block listed countries.,Sentinel,Closed,Rule#184-P1- Sign-in attempts from block listed countries. (207791).xlsx,Benign Positive,Nord VPN,,pass,,
42,4-Jun-25,June,Afternoon,207792,Avanan,Medium,Alert,Teja,Aman & Uday,6/4/2025 20:12,6/4/2025 20:13,1.00,6/4/2025 21:48,96.00,6/5/2025 0:12,Resolved,"By checking the events, observed The user signins from block listed country that is China, there after two failed attempts user got successed from this location and the application is Microsoft Authentication Broker,and the device is IOS, and by pulling the last 3 months signin logs of the user, didn't found any signin attempt from this location except alert triggered logs. UserName: jxia@arcutis.com IP: 115.206.242.248 Location: CH and taken the confirmation from the user as her used vpn.",No,"Rule#289- Detect critical Anomaly alerts related to Avanan
",Sentinel,Closed,Rule#289-jun-4-25 (207792).xlsx,Benign Positive,Nord VPN,,Fail,Provide justification for increased MTTR,
43,4-Jun-25,June,Afternoon,207793,Avanan,Medium,Alert,venkat,Aman & Uday,6/4/2025 20:21,6/4/2025 20:22,1.00,6/4/2025 21:48,87.00,6/5/2025 0:21,Resolved,"By checking the events, observed The user signins from block listed country that is China, there after two failed attempts user got successed from this location and the application is Microsoft Authentication Broker,and the device is IOS, and by pulling the last 3 months signin logs of the user, didn't found any signin attempt from this location except alert triggered logs. UserName: jxia@arcutis.com IP: 115.206.242.248 Location: CH and taken the confirmation from the user as her used vpn.",No,"Rule#289- Detect critical Anomaly alerts related to Avanan
",Sentinel,Closed,Rule#289-jun-4-25 (207793).xlsx,Benign Positive,Nord VPN,at this time I have been working on another alert ,Pass,,
44,4-Jun-25,June,Afternoon,207794,AD,Medium,Alert,Teja,Aman & Uday,6/4/2025 20:51,6/4/2025 20:54,3.00,6/4/2025 21:14,23.00,6/5/2025 0:51,Resolved,"Observed the events, Detected users(adminjseibert@arcutis.com)was set mail box operations, No suspicious activity found",No,Rule#268-Detect Auto redirected emails and review,Sentinel,Closed,Rule#268-Detect Auto redirected emails and review(04-06025)-207794.xlsx,False Positive,Legitimate user,,Fail,Provide the timeline till when rule template will be published,
45,4-Jun-25,June,Afternoon,207795,AD,Medium,Alert,Teja,Aman & Uday,6/4/2025 21:00,6/4/2025 21:05,5.00,6/4/2025 21:19,19.00,6/5/2025 1:00,Resolved,"Triaging Steps performed : Check history -- no suspicious activities Sign in logs / -- no suspicious closure comments : Observed the events detected countries US, CA, IN and found some users are from some other location guest like DE,GB,HK but there is no successfull attempt and clean IP, nothing suspicious. Escalating (yes/ No) No",Yes,Rule#019-Signin Logs with expanded Conditional access policies,Sentinel,Closed,Rule 019-June-4-25 (207795).xlsx,False Positive,Legitimate user,,Pass,,
46,4-Jun-25,June,Afternoon,207796,AD,Medium,Alert,Teja,Aman & Uday,6/4/2025 21:00,6/4/2025 21:05,5.00,6/4/2025 21:24,24.00,6/5/2025 1:00,Resolved,"Observed the events, All detected users(rloperena@arcutis.com,
bstephenson@arcutis.com,sattharkar@arcutis.com) used Nord VPN. No suspicious activity found.,",No,Rule#008-Signins From VPS Providers,Sentinel,Closed,Rule 008-June-4-25 (207796).xlsx,False Positive,Nord VPN,,Fail,Provide justification for increased MTTR,
47,4-Jun-25,June,Night,207797,AD,Medium,Alert,Aman,"Saranya , navtesh, dhroovi",6/4/2025 22:35,6/4/2025 22:37,2.00,6/4/2025 22:43,8.00,6/5/2025 2:35,Resolved,"observed the events , checked the sign in logs for the user jmayer-c@arcutis.com as the action count was 6 , nothing malicous was seen also the Ip is clean and the reason was - Invalid password, entered expired password.",No,Rule#017-Tracking Password Changes,Sentinel,Closed,Rule 017-June-4-25 ( 207797),False Positive,Threshold,,Pass,,
48,4-Jun-25,June,Night,207798,sophos,Medium,Alert,Aman,"Saranya , navtesh, dhroovi",6/4/2025 22:37,6/4/2025 22:38,1.00,6/4/2025 22:40,3.00,6/5/2025 2:37,Resolved,BAS Testing,No,Rule#279- Detect when Alert Triggered in Sophos.,Sophos,Closed,Rule#279-June-4-25 ( 207798),False Positive,Legitimate user,,Pass,,
49,4-Jun-25,June,Night,207799,Box,Medium,Alert,Aman,"Saranya , navtesh, dhroovi",6/4/2025 23:00,6/4/2025 23:02,2.00,6/4/2025 23:05,5.00,6/5/2025 3:00,Resolved,"Triaging steps: By observing the events internal users access external domains, by observings additional details, these all are look like business purpose communications only, so closing it as a false positive Escalating (Yes/ No) No.",No,Rule#006-Box - Item shared to external entity,Sentinel,Closed,Rule 006-June-4-25 ( 207799),False Positive,Legitimate user,,Pass,,
50,4-Jun-25,June,Night,207800,Box,Medium,Alert,Aman,"Saranya , navtesh, dhroovi",6/5/2025 0:30,6/5/2025 0:32,2.00,6/5/2025 0:35,5.00,6/5/2025 4:30,Resolved,"Observed the events , checked the box events , for the users , jgreenberg@arcutis.com and lfreson@arcutis.com no malicous files were seen the common file downloaded was West Wednesday FORUMS.pptx",No,Rule#290- Detect High Volume of downloads/deletions in 24 hours time from BOX,Sentinel,Closed,Rule#290- 4-June'25 (207800),False Positive,Legitimate user,,Pass,,
51,4-Jun-25,June,Night,207801,AD,Medium,Incident ,Aman,"Saranya , navtesh, dhroovi",6/5/2025 1:25,6/5/2025 1:27,2.00,6/5/2025 1:35,10.00,6/5/2025 5:25,Resolved,"By checking the events, observed The user signins from block listed country that is China, there after two failed attempts user got successed from this location and the application is Microsoft Authentication Broker,and the device is IOS, and by pulling the last 3 months signin logs of the user, didn't found any signin attempt from this location except alert triggered logs. AlertName: Rule#184-P1- Sign-in attempts from block listed countries. UserName: jxia@arcutis.com IP: 115.206.242.248 Location: CH and taken the confirmation from the user as her used vpn, so closed it as false positive,",No,Rule#184-P1- Sign-in attempts from block listed countries.,Sentinel,Closed,No Template,True positive,,,Fail,Provide the timeline till when rule template will be published,
